specimen_collection_date,new_cases,cumulative_cases,data_as_of,data_loaded_at
01/26/2022 12:00:00 AM,873,112513,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/29/2022 12:00:00 AM,355,114244,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/01/2022 12:00:00 AM,451,115522,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/04/2022 12:00:00 AM,344,116791,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/07/2022 12:00:00 AM,411,117601,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/10/2022 12:00:00 AM,276,118587,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/13/2022 12:00:00 AM,105,119039,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/16/2022 12:00:00 AM,197,119691,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/19/2022 12:00:00 AM,77,120121,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/22/2022 12:00:00 AM,187,120510,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/25/2022 12:00:00 AM,132,120901,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/28/2022 12:00:00 AM,125,121160,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/03/2022 12:00:00 AM,114,121518,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/06/2022 12:00:00 AM,57,121720,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/09/2022 12:00:00 AM,97,122010,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/12/2022 12:00:00 AM,58,122254,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/15/2022 12:00:00 AM,95,122499,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/18/2022 12:00:00 AM,84,122800,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/21/2022 12:00:00 AM,122,123033,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/24/2022 12:00:00 AM,122,123458,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/27/2022 12:00:00 AM,71,123691,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/30/2022 12:00:00 AM,159,124169,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/02/2022 12:00:00 AM,81,124538,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/05/2022 12:00:00 AM,187,125019,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/05/2020 12:00:00 AM,6,8,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/08/2020 12:00:00 AM,1,14,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/11/2020 12:00:00 AM,9,29,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/14/2020 12:00:00 AM,10,64,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/17/2020 12:00:00 AM,27,143,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/20/2020 12:00:00 AM,35,219,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/23/2020 12:00:00 AM,33,295,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/26/2020 12:00:00 AM,42,422,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/29/2020 12:00:00 AM,14,486,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/01/2020 12:00:00 AM,40,624,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/04/2020 12:00:00 AM,15,703,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/07/2020 12:00:00 AM,57,848,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/10/2020 12:00:00 AM,28,1018,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/13/2020 12:00:00 AM,33,1092,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/16/2020 12:00:00 AM,30,1221,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/19/2020 12:00:00 AM,34,1309,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/22/2020 12:00:00 AM,32,1408,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/25/2020 12:00:00 AM,50,1540,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/28/2020 12:00:00 AM,73,1681,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/01/2020 12:00:00 AM,34,1803,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/04/2020 12:00:00 AM,44,1904,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/07/2020 12:00:00 AM,27,2016,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/10/2020 12:00:00 AM,5,2055,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/13/2020 12:00:00 AM,32,2168,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/16/2020 12:00:00 AM,8,2247,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/19/2020 12:00:00 AM,32,2333,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/22/2020 12:00:00 AM,33,2434,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/25/2020 12:00:00 AM,9,2471,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/28/2020 12:00:00 AM,24,2577,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/31/2020 12:00:00 AM,26,2657,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/03/2020 12:00:00 AM,27,2767,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/06/2020 12:00:00 AM,15,2849,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/09/2020 12:00:00 AM,33,2934,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/12/2020 12:00:00 AM,27,3003,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/15/2020 12:00:00 AM,35,3073,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/18/2020 12:00:00 AM,45,3216,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/21/2020 12:00:00 AM,32,3332,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/24/2020 12:00:00 AM,61,3577,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/27/2020 12:00:00 AM,51,3763,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/30/2020 12:00:00 AM,99,3970,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/03/2020 12:00:00 AM,80,4233,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/06/2020 12:00:00 AM,86,4397,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/09/2020 12:00:00 AM,108,4716,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/12/2020 12:00:00 AM,67,4977,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/15/2020 12:00:00 AM,154,5431,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/18/2020 12:00:00 AM,79,5809,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/21/2020 12:00:00 AM,128,6158,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/24/2020 12:00:00 AM,121,6528,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/27/2020 12:00:00 AM,92,6759,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/30/2020 12:00:00 AM,126,7118,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/02/2020 12:00:00 AM,45,7344,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/05/2020 12:00:00 AM,133,7663,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/08/2020 12:00:00 AM,60,7954,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/11/2020 12:00:00 AM,106,8223,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/14/2020 12:00:00 AM,108,8565,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/17/2020 12:00:00 AM,80,8748,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/20/2020 12:00:00 AM,85,9011,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/23/2020 12:00:00 AM,41,9172,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/26/2020 12:00:00 AM,91,9434,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/29/2020 12:00:00 AM,46,9646,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/01/2020 12:00:00 AM,83,9846,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/04/2020 12:00:00 AM,77,10098,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/07/2020 12:00:00 AM,49,10209,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/10/2020 12:00:00 AM,52,10399,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/13/2020 12:00:00 AM,21,10555,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/16/2020 12:00:00 AM,70,10803,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/19/2020 12:00:00 AM,38,10981,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/22/2020 12:00:00 AM,52,11104,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/25/2020 12:00:00 AM,53,11297,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/28/2020 12:00:00 AM,51,11399,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/01/2020 12:00:00 AM,42,11535,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/04/2020 12:00:00 AM,14,11591,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/07/2020 12:00:00 AM,35,11688,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/10/2020 12:00:00 AM,19,11781,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/13/2020 12:00:00 AM,42,11874,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/16/2020 12:00:00 AM,40,11986,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/19/2020 12:00:00 AM,39,12058,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/22/2020 12:00:00 AM,56,12185,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/25/2020 12:00:00 AM,35,12305,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/28/2020 12:00:00 AM,63,12492,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/31/2020 12:00:00 AM,50,12650,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/03/2020 12:00:00 AM,99,12880,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/06/2020 12:00:00 AM,111,13239,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/09/2020 12:00:00 AM,127,13462,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/12/2020 12:00:00 AM,144,13827,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/15/2020 12:00:00 AM,62,14070,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/18/2020 12:00:00 AM,181,14564,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/21/2020 12:00:00 AM,92,14991,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/24/2020 12:00:00 AM,194,15443,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/27/2020 12:00:00 AM,124,15783,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/30/2020 12:00:00 AM,269,16290,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/03/2020 12:00:00 AM,287,17181,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/06/2020 12:00:00 AM,114,17671,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/09/2020 12:00:00 AM,310,18615,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/12/2020 12:00:00 AM,200,19442,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/15/2020 12:00:00 AM,383,20319,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/18/2020 12:00:00 AM,297,21265,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/21/2020 12:00:00 AM,322,21816,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/24/2020 12:00:00 AM,231,22669,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/27/2020 12:00:00 AM,152,23112,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/30/2020 12:00:00 AM,375,24320,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/02/2021 12:00:00 AM,238,24900,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/05/2021 12:00:00 AM,445,26077,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/08/2021 12:00:00 AM,363,27273,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/11/2021 12:00:00 AM,424,28034,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/14/2021 12:00:00 AM,318,28954,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/17/2021 12:00:00 AM,113,29526,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/20/2021 12:00:00 AM,224,30143,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/23/2021 12:00:00 AM,108,30672,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/26/2021 12:00:00 AM,146,31107,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/29/2021 12:00:00 AM,142,31541,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/01/2021 12:00:00 AM,173,31944,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/04/2021 12:00:00 AM,173,32444,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/07/2021 12:00:00 AM,65,32741,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/10/2021 12:00:00 AM,110,33080,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/13/2021 12:00:00 AM,45,33325,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/16/2021 12:00:00 AM,84,33519,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/19/2021 12:00:00 AM,59,33747,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/22/2021 12:00:00 AM,82,33911,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/25/2021 12:00:00 AM,59,34099,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/28/2021 12:00:00 AM,28,34197,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/03/2021 12:00:00 AM,40,34323,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/06/2021 12:00:00 AM,28,34421,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/09/2021 12:00:00 AM,36,34515,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/12/2021 12:00:00 AM,47,34632,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/15/2021 12:00:00 AM,39,34706,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/18/2021 12:00:00 AM,28,34793,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/21/2021 12:00:00 AM,18,34893,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/24/2021 12:00:00 AM,52,35023,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/27/2021 12:00:00 AM,24,35134,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/30/2021 12:00:00 AM,30,35234,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/02/2021 12:00:00 AM,24,35358,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/05/2021 12:00:00 AM,60,35453,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/08/2021 12:00:00 AM,38,35574,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/11/2021 12:00:00 AM,15,35652,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/14/2021 12:00:00 AM,42,35770,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/17/2021 12:00:00 AM,27,35875,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/20/2021 12:00:00 AM,39,35961,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/23/2021 12:00:00 AM,24,36036,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/26/2021 12:00:00 AM,40,36107,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/29/2021 12:00:00 AM,34,36193,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/02/2021 12:00:00 AM,10,36252,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/05/2021 12:00:00 AM,22,36328,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/08/2021 12:00:00 AM,15,36384,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/11/2021 12:00:00 AM,23,36436,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/14/2021 12:00:00 AM,19,36496,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/17/2021 12:00:00 AM,21,36535,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/20/2021 12:00:00 AM,21,36598,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/23/2021 12:00:00 AM,5,36621,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/26/2021 12:00:00 AM,19,36675,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/29/2021 12:00:00 AM,7,36704,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/01/2021 12:00:00 AM,25,36752,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/04/2021 12:00:00 AM,10,36799,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/07/2021 12:00:00 AM,12,36823,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/10/2021 12:00:00 AM,16,36863,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/13/2021 12:00:00 AM,4,36885,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/16/2021 12:00:00 AM,13,36921,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/19/2021 12:00:00 AM,2,36949,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/22/2021 12:00:00 AM,12,36991,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/25/2021 12:00:00 AM,11,37036,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/28/2021 12:00:00 AM,32,37092,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/01/2021 12:00:00 AM,43,37216,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/04/2021 12:00:00 AM,15,37297,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/07/2021 12:00:00 AM,86,37471,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/10/2021 12:00:00 AM,68,37730,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/13/2021 12:00:00 AM,119,38016,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/16/2021 12:00:00 AM,131,38453,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/19/2021 12:00:00 AM,194,38824,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/22/2021 12:00:00 AM,236,39552,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/25/2021 12:00:00 AM,109,40039,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/28/2021 12:00:00 AM,400,41071,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/31/2021 12:00:00 AM,210,41996,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/03/2021 12:00:00 AM,338,42835,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/06/2021 12:00:00 AM,249,43710,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/09/2021 12:00:00 AM,281,44286,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/12/2021 12:00:00 AM,242,45048,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/15/2021 12:00:00 AM,109,45491,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/18/2021 12:00:00 AM,204,46154,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/21/2021 12:00:00 AM,83,46611,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/24/2021 12:00:00 AM,159,47036,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/27/2021 12:00:00 AM,130,47524,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/30/2021 12:00:00 AM,139,47807,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/02/2021 12:00:00 AM,110,48211,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/05/2021 12:00:00 AM,59,48445,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/08/2021 12:00:00 AM,146,48806,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/11/2021 12:00:00 AM,74,49150,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/14/2021 12:00:00 AM,130,49446,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/17/2021 12:00:00 AM,101,49805,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/20/2021 12:00:00 AM,93,50027,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/23/2021 12:00:00 AM,94,50322,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/26/2021 12:00:00 AM,41,50491,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/29/2021 12:00:00 AM,116,50800,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/02/2021 12:00:00 AM,40,51048,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/05/2021 12:00:00 AM,86,51259,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/08/2021 12:00:00 AM,63,51509,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/11/2021 12:00:00 AM,59,51634,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/14/2021 12:00:00 AM,49,51830,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/17/2021 12:00:00 AM,23,51949,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/20/2021 12:00:00 AM,85,52172,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/23/2021 12:00:00 AM,37,52318,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/26/2021 12:00:00 AM,60,52450,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/29/2021 12:00:00 AM,51,52658,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/01/2021 12:00:00 AM,70,52792,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/04/2021 12:00:00 AM,104,53098,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/07/2021 12:00:00 AM,39,53306,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/10/2021 12:00:00 AM,73,53516,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/13/2021 12:00:00 AM,32,53692,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/16/2021 12:00:00 AM,78,53863,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
