specimen_collection_date,new_cases,cumulative_cases,data_as_of,data_loaded_at
07/05/2022 12:00:00 AM,691,161250,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/08/2022 12:00:00 AM,420,162682,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/11/2022 12:00:00 AM,560,163673,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/14/2022 12:00:00 AM,451,164979,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/17/2022 12:00:00 AM,164,165746,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/20/2022 12:00:00 AM,397,167035,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/23/2022 12:00:00 AM,181,167947,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/26/2022 12:00:00 AM,351,168914,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/29/2022 12:00:00 AM,259,169740,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/01/2022 12:00:00 AM,384,170429,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/04/2022 12:00:00 AM,218,171195,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/07/2022 12:00:00 AM,124,171662,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/10/2022 12:00:00 AM,270,172458,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/13/2022 12:00:00 AM,113,172924,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/16/2022 12:00:00 AM,184,173431,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/19/2022 12:00:00 AM,151,173911,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/22/2022 12:00:00 AM,208,174345,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/25/2022 12:00:00 AM,157,174832,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/28/2022 12:00:00 AM,56,175116,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/31/2022 12:00:00 AM,157,175553,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/03/2022 12:00:00 AM,64,175859,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/06/2022 12:00:00 AM,157,176143,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/09/2022 12:00:00 AM,116,176522,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/12/2022 12:00:00 AM,156,176794,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/15/2022 12:00:00 AM,98,177116,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/18/2022 12:00:00 AM,48,177319,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/21/2022 12:00:00 AM,104,177662,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/24/2022 12:00:00 AM,69,177929,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/27/2022 12:00:00 AM,90,178207,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/30/2022 12:00:00 AM,100,178542,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/03/2022 12:00:00 AM,133,178780,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/06/2022 12:00:00 AM,87,179086,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/09/2022 12:00:00 AM,49,179275,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/12/2022 12:00:00 AM,98,179569,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/15/2022 12:00:00 AM,46,179788,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/18/2022 12:00:00 AM,87,180036,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/21/2022 12:00:00 AM,61,180256,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/24/2022 12:00:00 AM,97,180423,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/27/2022 12:00:00 AM,81,180723,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/30/2022 12:00:00 AM,51,180908,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/02/2022 12:00:00 AM,119,181267,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/05/2022 12:00:00 AM,51,181540,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/08/2022 12:00:00 AM,105,181863,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/11/2022 12:00:00 AM,96,182193,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/14/2022 12:00:00 AM,122,182449,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/17/2022 12:00:00 AM,144,182882,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/20/2022 12:00:00 AM,68,183176,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/23/2022 12:00:00 AM,150,183732,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/26/2022 12:00:00 AM,121,184076,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/29/2022 12:00:00 AM,270,184801,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/02/2022 12:00:00 AM,208,185475,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/05/2022 12:00:00 AM,303,185995,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/08/2022 12:00:00 AM,219,186712,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/11/2022 12:00:00 AM,128,187159,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/14/2022 12:00:00 AM,227,187886,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/17/2022 12:00:00 AM,98,188344,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/20/2022 12:00:00 AM,180,188897,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/23/2022 12:00:00 AM,166,189446,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/26/2022 12:00:00 AM,168,189747,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/29/2022 12:00:00 AM,144,190266,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/01/2023 12:00:00 AM,39,190529,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/04/2023 12:00:00 AM,105,190965,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/07/2023 12:00:00 AM,72,191299,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/10/2023 12:00:00 AM,87,191582,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/13/2023 12:00:00 AM,80,191816,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/16/2023 12:00:00 AM,59,191946,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/19/2023 12:00:00 AM,71,192172,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/22/2023 12:00:00 AM,41,192320,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/25/2023 12:00:00 AM,72,192542,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/28/2023 12:00:00 AM,34,192728,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/31/2023 12:00:00 AM,87,192954,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/03/2023 12:00:00 AM,96,193225,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/06/2023 12:00:00 AM,109,193422,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/09/2023 12:00:00 AM,88,193677,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/12/2023 12:00:00 AM,60,193903,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/15/2023 12:00:00 AM,90,194198,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/18/2023 12:00:00 AM,67,194454,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/21/2023 12:00:00 AM,123,194726,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/24/2023 12:00:00 AM,117,195065,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/27/2023 12:00:00 AM,107,195286,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/02/2023 12:00:00 AM,78,195575,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/05/2023 12:00:00 AM,52,195774,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/08/2023 12:00:00 AM,83,196064,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/11/2023 12:00:00 AM,48,196282,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/14/2023 12:00:00 AM,98,196540,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/17/2023 12:00:00 AM,49,196706,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/20/2023 12:00:00 AM,90,196872,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/23/2023 12:00:00 AM,68,197040,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/26/2023 12:00:00 AM,43,197174,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/29/2023 12:00:00 AM,47,197348,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/01/2023 12:00:00 AM,38,197489,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/04/2023 12:00:00 AM,54,197618,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/07/2023 12:00:00 AM,34,197748,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/10/2023 12:00:00 AM,67,197866,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/13/2023 12:00:00 AM,54,198022,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/16/2023 12:00:00 AM,28,198125,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/19/2023 12:00:00 AM,57,198284,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/22/2023 12:00:00 AM,24,198395,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/25/2023 12:00:00 AM,52,198532,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/28/2023 12:00:00 AM,41,198642,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/08/2022 12:00:00 AM,172,125558,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/11/2022 12:00:00 AM,216,125953,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/14/2022 12:00:00 AM,204,126594,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/17/2022 12:00:00 AM,104,127032,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/20/2022 12:00:00 AM,323,127989,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/23/2022 12:00:00 AM,159,128700,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/26/2022 12:00:00 AM,355,129623,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/29/2022 12:00:00 AM,298,130727,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/02/2022 12:00:00 AM,450,131565,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/05/2022 12:00:00 AM,435,132972,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/08/2022 12:00:00 AM,236,133875,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/11/2022 12:00:00 AM,580,135709,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/14/2022 12:00:00 AM,325,136956,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/17/2022 12:00:00 AM,714,138619,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/20/2022 12:00:00 AM,531,140356,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/23/2022 12:00:00 AM,675,141570,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/26/2022 12:00:00 AM,537,143291,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/29/2022 12:00:00 AM,249,144348,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/01/2022 12:00:00 AM,648,146079,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/04/2022 12:00:00 AM,323,147443,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/07/2022 12:00:00 AM,569,148827,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/10/2022 12:00:00 AM,426,150315,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/13/2022 12:00:00 AM,517,151342,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/16/2022 12:00:00 AM,445,152852,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/19/2022 12:00:00 AM,238,153847,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/22/2022 12:00:00 AM,523,155526,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/25/2022 12:00:00 AM,295,156808,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/28/2022 12:00:00 AM,599,158270,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/01/2022 12:00:00 AM,410,159782,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/04/2022 12:00:00 AM,303,160559,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/07/2022 12:00:00 AM,471,162262,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/10/2022 12:00:00 AM,173,163113,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/13/2022 12:00:00 AM,430,164528,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/16/2022 12:00:00 AM,215,165582,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/19/2022 12:00:00 AM,409,166638,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/22/2022 12:00:00 AM,352,167766,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/25/2022 12:00:00 AM,448,168563,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/28/2022 12:00:00 AM,274,169481,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/31/2022 12:00:00 AM,130,170045,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/03/2022 12:00:00 AM,274,170977,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/06/2022 12:00:00 AM,129,171538,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/09/2022 12:00:00 AM,236,172188,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/12/2022 12:00:00 AM,169,172811,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/15/2022 12:00:00 AM,229,173247,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/18/2022 12:00:00 AM,157,173760,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/21/2022 12:00:00 AM,100,174137,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/24/2022 12:00:00 AM,163,174675,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/27/2022 12:00:00 AM,81,175060,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/30/2022 12:00:00 AM,112,175396,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/02/2022 12:00:00 AM,137,175795,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/05/2022 12:00:00 AM,80,175986,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/08/2022 12:00:00 AM,115,176406,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/11/2022 12:00:00 AM,48,176638,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/14/2022 12:00:00 AM,101,177018,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/17/2022 12:00:00 AM,44,177271,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/20/2022 12:00:00 AM,96,177558,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/23/2022 12:00:00 AM,95,177860,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/26/2022 12:00:00 AM,125,178117,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/29/2022 12:00:00 AM,115,178442,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/02/2022 12:00:00 AM,50,178647,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/05/2022 12:00:00 AM,88,178999,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/08/2022 12:00:00 AM,61,179226,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/11/2022 12:00:00 AM,104,179471,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/14/2022 12:00:00 AM,86,179742,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/17/2022 12:00:00 AM,112,179949,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/20/2022 12:00:00 AM,72,180195,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/23/2022 12:00:00 AM,32,180326,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/26/2022 12:00:00 AM,100,180642,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/29/2022 12:00:00 AM,56,180857,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/01/2022 12:00:00 AM,101,181148,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/04/2022 12:00:00 AM,112,181489,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/07/2022 12:00:00 AM,154,181758,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/10/2022 12:00:00 AM,113,182097,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/13/2022 12:00:00 AM,62,182327,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/16/2022 12:00:00 AM,153,182738,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/19/2022 12:00:00 AM,102,183108,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/22/2022 12:00:00 AM,185,183582,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/25/2022 12:00:00 AM,159,183955,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/28/2022 12:00:00 AM,323,184531,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/01/2022 12:00:00 AM,222,185267,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/04/2022 12:00:00 AM,109,185692,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/07/2022 12:00:00 AM,240,186493,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/10/2022 12:00:00 AM,97,187031,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/13/2022 12:00:00 AM,215,187659,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/16/2022 12:00:00 AM,197,188246,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/19/2022 12:00:00 AM,276,188717,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/22/2022 12:00:00 AM,161,189280,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/25/2022 12:00:00 AM,41,189579,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/28/2022 12:00:00 AM,165,190122,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/31/2022 12:00:00 AM,69,190490,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/03/2023 12:00:00 AM,199,190860,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/06/2023 12:00:00 AM,161,191227,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/09/2023 12:00:00 AM,136,191495,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/12/2023 12:00:00 AM,64,191736,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/15/2023 12:00:00 AM,36,191887,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/18/2023 12:00:00 AM,73,192101,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/21/2023 12:00:00 AM,38,192279,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/24/2023 12:00:00 AM,70,192470,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/27/2023 12:00:00 AM,82,192694,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/30/2023 12:00:00 AM,98,192867,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/02/2023 12:00:00 AM,79,193129,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/05/2023 12:00:00 AM,52,193313,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/08/2023 12:00:00 AM,85,193589,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/11/2023 12:00:00 AM,55,193843,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/14/2023 12:00:00 AM,86,194108,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/17/2023 12:00:00 AM,94,194387,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/20/2023 12:00:00 AM,81,194603,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/23/2023 12:00:00 AM,111,194948,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/26/2023 12:00:00 AM,51,195179,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/01/2023 12:00:00 AM,98,195497,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/04/2023 12:00:00 AM,54,195722,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/07/2023 12:00:00 AM,107,195981,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/10/2023 12:00:00 AM,94,196234,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/13/2023 12:00:00 AM,126,196442,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/16/2023 12:00:00 AM,62,196657,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/19/2023 12:00:00 AM,33,196782,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/22/2023 12:00:00 AM,45,196972,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/25/2023 12:00:00 AM,41,197131,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/28/2023 12:00:00 AM,60,197301,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/31/2023 12:00:00 AM,39,197451,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/03/2023 12:00:00 AM,43,197564,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/06/2023 12:00:00 AM,41,197714,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/09/2023 12:00:00 AM,21,197799,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/12/2023 12:00:00 AM,61,197968,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/15/2023 12:00:00 AM,25,198097,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/18/2023 12:00:00 AM,62,198227,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/21/2023 12:00:00 AM,48,198371,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/24/2023 12:00:00 AM,58,198480,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/27/2023 12:00:00 AM,37,198601,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/30/2023 12:00:00 AM,23,198684,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
